pet_name,pet_species,pet_breed,pet_age_group,pet_color,pet_gender,pet_temperaments,adopter_living,adopter_activity,adopter_experience,adopter_has_kids,adopter_has_pets,adopter_hours_alone,adopter_pref_color,adopter_pref_age,adopter_pref_gender,adopter_desired_tags,color_matched,age_matched,gender_matched,is_dog,is_cat,pet_age_kitten_puppy,pet_age_young,pet_age_adult,pet_age_senior,pet_is_male,pet_is_female,pref_age_kitten_puppy,pref_age_young,pref_age_adult,pref_age_senior,pref_gender_male,pref_gender_female,tag_similarity,living_apartment,living_yard,living_no_yard,activity_relaxed,activity_moderate,activity_high,exp_first_time,exp_experienced,has_kids,has_other_pets,hours_0_3,hours_4_7,hours_8_plus,special_care_cap,pet_special_need,adopter_tag_friendly,adopter_tag_calm,adopter_tag_energetic,adopter_tag_shy,adopter_tag_playful,adopter_tag_independent,adopter_tag_affectionate,adopter_tag_protective,pet_tag_friendly,pet_tag_calm,pet_tag_energetic,pet_tag_shy,pet_tag_playful,pet_tag_independent,pet_tag_affectionate,pet_tag_protective,is_compatible
*Junie,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_with_yard,relaxed,experienced,0,0,8_plus,Black,adult,female,Playful; Affectionate; Energetic,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
*Pretzel,dog,Pit Bull Mix,kitten_puppy,Tabby,Male,Friendly; Energetic; Playful,house_no_yard,moderate,first_time,0,0,4_7,Tricolor,young,any,Affectionate,0.0,0.4,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
Simba,dog,Bernese Mountain Dog Mix,young,Black,Male,Friendly; Energetic; Playful,house_no_yard,moderate,first_time,1,1,0_3,Gray,young,male,Independent,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
*Maxwell,dog,Labrador Retriever Mix,young,Black,Male,Friendly; Energetic; Playful; Affectionate,apartment,moderate,experienced,1,0,4_7,Brown,any,female,Shy; Independent,0.0,1.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
Jerry,dog,Labrador Retriever Mix,adult,Black,Male,Friendly; Playful; Affectionate,house_with_yard,moderate,first_time,1,0,8_plus,White,young,female,Friendly,0.0,0.4,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.57735,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Daisy,dog,Maltese Mix,adult,White,Female,Friendly; Calm; Affectionate,house_with_yard,high,experienced,1,1,4_7,Tabby,any,male,Calm; Shy,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.408248,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Zeus,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Male,Energetic; Playful; Affectionate,house_with_yard,moderate,experienced,0,1,0_3,White,senior,male,Calm,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,dog,Pug/Beagle,kitten_puppy,White,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,relaxed,experienced,0,1,4_7,Orange,kitten_puppy,female,Shy; Affectionate,0.0,1.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.316228,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0
Shelter Rescue,dog,Chihuahua Shorthair Mix,adult,White,Male,Friendly; Calm; Affectionate,house_with_yard,high,first_time,1,0,4_7,White,kitten_puppy,male,Energetic; Protective,1.0,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
*Felipe,cat,Domestic Shorthair Mix,kitten_puppy,Gray,Male,Energetic; Playful; Affectionate,house_with_yard,high,experienced,1,1,0_3,Black,kitten_puppy,any,Playful,0.0,1.0,1.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.57735,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
*Sassafras,cat,Domestic Shorthair Mix,young,White,Female,Calm; Independent; Affectionate,house_with_yard,high,experienced,0,0,8_plus,Gray,kitten_puppy,female,Energetic; Friendly; Affectionate,0.0,0.4,1.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.333333,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
*Pudding,cat,Domestic Shorthair Mix,young,Gray,Female,Calm; Independent; Affectionate,apartment,moderate,experienced,1,1,4_7,Tabby,young,female,Friendly; Protective; Calm,0.0,1.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.333333,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
*Jorge,dog,Chihuahua Shorthair Mix,adult,Brown,Male,Friendly; Calm; Affectionate,house_with_yard,relaxed,experienced,1,0,8_plus,any,kitten_puppy,male,Independent; Friendly,1.0,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.408248,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
*Seth,cat,Domestic Medium Hair Mix,kitten_puppy,White,Male,Energetic; Playful; Affectionate,apartment,relaxed,first_time,0,1,8_plus,Gray,adult,any,Energetic; Calm; Shy,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.333333,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Bella,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Female,Energetic; Playful; Affectionate,apartment,relaxed,first_time,1,0,4_7,Black,any,female,Protective; Energetic; Friendly,0.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.333333,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Roxy,dog,German Shepherd Mix,young,Black,Female,Friendly; Energetic; Playful; Protective,apartment,moderate,first_time,1,1,4_7,any,young,any,Energetic; Independent; Protective,1.0,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.57735,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1
Chico,dog,Pit Bull Mix,young,Black,Male,Friendly; Energetic; Playful,house_no_yard,high,first_time,0,0,4_7,any,any,any,Playful; Protective; Independent,1.0,1.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.333333,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1
*Dove,cat,Domestic Medium Hair Mix,kitten_puppy,Gray,Female,Energetic; Playful; Affectionate,house_no_yard,relaxed,experienced,0,1,0_3,any,kitten_puppy,any,Shy; Energetic; Friendly,1.0,1.0,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.333333,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
Gigi,dog,Pit Bull Mix,young,White,Female,Friendly; Energetic; Playful,house_with_yard,moderate,first_time,0,1,8_plus,Gray,adult,male,Shy,0.0,0.4,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
*Marnie,dog,Cocker Spaniel Mix,kitten_puppy,White,Female,Friendly; Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,1,0,0_3,Orange,any,female,Affectionate; Shy,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.353553,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
*Shiraz,cat,Domestic Shorthair Mix,young,Tabby,Female,Calm; Independent; Affectionate,apartment,relaxed,experienced,1,0,4_7,Tabby,senior,any,Playful,1.0,0.0,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Peppa,cat,Domestic Shorthair Mix,young,Black,Female,Calm; Independent; Affectionate,house_no_yard,moderate,first_time,1,1,4_7,White,adult,male,Shy; Protective; Friendly,0.0,0.4,0.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
Floyd,dog,Pit Bull Mix,young,Orange,Male,Friendly; Energetic; Playful,house_no_yard,moderate,experienced,1,0,8_plus,Tabby,any,any,Calm; Independent; Playful,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.333333,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
Shelter Rescue,dog,Catahoula/Irish Wolfhound,kitten_puppy,Brown,Male,Friendly; Energetic; Playful,apartment,moderate,experienced,1,1,4_7,Black,kitten_puppy,male,Playful; Calm; Affectionate,0.0,1.0,1.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.333333,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
Dusty,dog,Staffordshire Mix,adult,White,Male,Friendly; Affectionate,house_no_yard,high,first_time,1,1,8_plus,Gray,any,male,Affectionate,0.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.707107,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
*Lucy,dog,Border Terrier Mix,adult,Black,Female,Friendly; Energetic; Affectionate,house_with_yard,high,first_time,1,0,0_3,Tabby,kitten_puppy,male,Calm; Friendly,0.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0.408248,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Shelter Rescue,dog,Cavalier Span Mix,young,Black,Female,Friendly; Energetic; Playful,house_with_yard,high,first_time,0,1,4_7,Tabby,adult,any,Affectionate; Shy,0.0,0.4,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
Hobie,dog,Chow Chow Mix,adult,Orange,Male,Friendly; Affectionate,house_no_yard,relaxed,experienced,0,1,0_3,any,young,any,Friendly; Calm; Shy,1.0,0.4,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.408248,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Lucy,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Female,Energetic; Playful; Affectionate,house_no_yard,relaxed,experienced,0,0,0_3,Tabby,senior,female,Energetic; Calm,1.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.408248,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
*Florence,cat,Domestic Shorthair Mix,kitten_puppy,Gray,Female,Energetic; Playful; Affectionate,house_no_yard,relaxed,first_time,1,0,0_3,any,kitten_puppy,any,Shy,1.0,1.0,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
Stevie,cat,Domestic Medium Hair Mix,kitten_puppy,White,Male,Energetic; Playful; Affectionate,apartment,relaxed,first_time,0,1,8_plus,White,any,male,Protective; Energetic; Calm,1.0,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.333333,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
Olive,dog,Pit Bull Mix,adult,Black,Female,Friendly; Energetic; Affectionate,apartment,relaxed,first_time,1,0,8_plus,White,young,any,Affectionate; Friendly,0.0,0.4,1.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.816497,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
*Lydia,dog,Pit Bull Mix,young,White,Female,Friendly; Energetic; Playful,apartment,relaxed,experienced,0,0,0_3,Brown,senior,any,Calm; Protective; Shy,0.0,0.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
Meridith,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Female,Energetic; Playful; Affectionate,house_with_yard,high,experienced,0,1,4_7,Gray,senior,any,Playful; Friendly; Calm,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.333333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
Matty,dog,Rottweiler Mix,young,Black,Male,Friendly; Energetic; Playful,apartment,high,first_time,0,1,0_3,any,adult,female,Calm; Independent; Energetic,1.0,0.4,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.333333,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
Shelter Rescue,dog,Chihuahua Shorthair Mix,adult,Tricolor,Male,Friendly; Calm; Affectionate,apartment,relaxed,experienced,1,0,0_3,any,adult,male,Friendly,1.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.57735,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
Shelter Rescue,cat,Domestic Medium Hair Mix,kitten_puppy,White,Male,Energetic; Playful; Affectionate,apartment,moderate,first_time,0,1,0_3,White,any,any,Independent; Energetic; Shy,1.0,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.333333,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1
*Cranberry,cat,Domestic Shorthair Mix,kitten_puppy,Gray,Male,Energetic; Playful; Affectionate,house_no_yard,high,first_time,0,1,8_plus,Orange,any,male,Shy,0.0,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,1,0,4_7,White,senior,any,Energetic; Independent; Shy,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,dog,Border Terrier/Cardigan Welsh Corgi,kitten_puppy,White,Male,Friendly; Energetic; Playful,house_with_yard,moderate,experienced,1,1,0_3,Black,any,male,Friendly,0.0,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.57735,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
*Jackson,dog,German Shepherd Mix,young,Black,Male,Friendly; Energetic; Playful; Protective,apartment,relaxed,experienced,0,0,4_7,White,kitten_puppy,female,Shy; Friendly,0.0,0.4,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.353553,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
Cooper,dog,Labrador Retriever Mix,young,Brown,Male,Friendly; Energetic; Playful; Affectionate,house_no_yard,high,experienced,1,0,0_3,Gray,adult,male,Playful; Independent; Energetic,0.0,0.4,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.57735,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0
Ace,dog,German Shepherd Mix,young,White,Male,Friendly; Energetic; Playful; Protective,house_no_yard,moderate,experienced,0,0,0_3,Tricolor,young,male,Shy,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
Tiny,dog,Cairn Terrier Mix,kitten_puppy,Brown,Female,Friendly; Energetic; Playful,house_no_yard,moderate,experienced,0,0,8_plus,any,any,male,Playful; Independent; Friendly,1.0,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
Sugar,cat,Siamese Mix,kitten_puppy,Brown,Female,Energetic; Playful; Affectionate,house_no_yard,relaxed,first_time,0,1,8_plus,Brown,senior,female,Shy; Energetic,1.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.408248,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,dog,Great Pyrenees Mix,young,White,Male,Friendly; Energetic; Playful,apartment,moderate,first_time,0,0,4_7,Gray,adult,female,Shy,0.0,0.4,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
*Beau,cat,Domestic Shorthair Mix,kitten_puppy,Orange,Male,Energetic; Playful; Affectionate,apartment,relaxed,first_time,1,1,8_plus,any,young,female,Independent,1.0,0.4,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
Le Le,dog,Jack Russell Terrier Mix,young,White,Male,Friendly; Energetic; Playful,apartment,relaxed,experienced,0,1,8_plus,any,any,female,Independent,1.0,1.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
Boba,dog,Akita/Australian Cattle Dog,young,Black,Male,Friendly; Energetic; Playful,house_with_yard,relaxed,first_time,0,0,8_plus,Gray,adult,female,Independent; Protective,0.0,0.4,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
Shelter Rescue,dog,Australian Shepherd Mix,kitten_puppy,White,Female,Friendly; Energetic; Playful; Protective,house_no_yard,relaxed,first_time,1,1,0_3,any,any,female,Protective; Affectionate; Energetic,1.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.57735,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1
*Rosie,dog,Chihuahua Shorthair Mix,young,Tricolor,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,high,experienced,0,0,0_3,Black,young,male,Energetic; Friendly,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.632456,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0
Shelter Rescue,dog,Chihuahua Shorthair Mix,young,Brown,Female,Friendly; Calm; Energetic; Playful; Affectionate,apartment,moderate,experienced,1,0,4_7,White,senior,female,Shy; Friendly; Affectionate,0.0,0.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.516398,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0
*Kirby,dog,Catahoula Mix,adult,Brown,Male,Friendly; Affectionate,apartment,moderate,experienced,1,0,4_7,Tricolor,kitten_puppy,any,Energetic; Friendly,0.0,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.5,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Hans,dog,Dachshund Mix,adult,Orange,Male,Friendly; Calm; Affectionate,apartment,moderate,experienced,1,1,8_plus,Brown,senior,any,Friendly,0.0,0.4,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.57735,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Snowflake,dog,Miniature Poodle/Dachshund,adult,White,Female,Friendly; Calm; Playful; Affectionate,house_no_yard,moderate,experienced,0,1,0_3,any,adult,male,Affectionate; Friendly; Shy,1.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.57735,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
*Matilda,dog,German Shepherd Mix,kitten_puppy,White,Female,Friendly; Energetic; Playful; Protective,apartment,moderate,first_time,0,1,4_7,Orange,kitten_puppy,male,Protective,0.0,1.0,0.0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0.5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
Daisy,cat,Domestic Medium Hair Mix,young,Black,Female,Calm; Independent; Affectionate,apartment,relaxed,experienced,0,0,4_7,Black,kitten_puppy,female,Friendly,1.0,0.4,1.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
*Carlos,cat,Domestic Shorthair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_with_yard,high,experienced,1,0,0_3,Gray,senior,male,Protective; Friendly,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Peanut,cat,Domestic Shorthair Mix,adult,Orange,Male,Calm; Independent; Affectionate,house_no_yard,moderate,first_time,0,0,0_3,any,any,female,Playful; Calm,1.0,1.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.408248,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
Simba,dog,Chow Chow Mix,adult,Orange,Male,Friendly; Affectionate,house_with_yard,moderate,first_time,1,0,8_plus,Tricolor,kitten_puppy,any,Energetic,0.0,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
*Buffy,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_with_yard,high,experienced,1,1,0_3,Brown,kitten_puppy,male,Protective; Energetic,0.0,1.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.408248,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
*Santos,dog,Blue Lacy/Weimaraner,young,White,Male,Friendly; Energetic; Playful,house_no_yard,relaxed,first_time,1,1,0_3,Gray,adult,male,Playful; Calm; Protective,0.0,0.4,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.333333,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
King,dog,German Shepherd Mix,young,Black,Male,Friendly; Energetic; Playful; Protective,house_with_yard,high,experienced,1,1,0_3,Brown,any,any,Friendly,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
Shelter Rescue,dog,Jack Russell Terrier Mix,kitten_puppy,Tricolor,Female,Friendly; Energetic; Playful,apartment,high,first_time,0,1,4_7,Orange,adult,male,Friendly; Shy,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0.408248,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
*Eleanor,cat,Himalayan Mix,kitten_puppy,Tricolor,Female,Energetic; Playful; Affectionate,house_no_yard,high,first_time,0,0,0_3,any,adult,male,Calm; Playful,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.408248,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
*Werner,dog,Border Collie Mix,young,Gray,Male,Friendly; Energetic; Playful,house_with_yard,moderate,first_time,0,1,4_7,Brown,young,any,Playful; Friendly,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.816497,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
Raven,dog,Labrador Retriever Mix,young,Black,Female,Friendly; Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,0,1,0_3,Gray,kitten_puppy,any,Energetic,0.0,0.4,1.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.5,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Thayer,dog,Pit Bull Mix,young,Black,Male,Friendly; Energetic; Playful,house_no_yard,relaxed,first_time,0,1,0_3,Brown,kitten_puppy,male,Calm,0.0,0.4,1.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
